% asym positive
1 1 1 1020128792
2 1 1 1033677263
3 1 1 1037355109
2 1 1 1037558397
1 1 1 1037563584
1 1 1 1038515097
1 1 1 1038561319
1 1 1 1038562113
2 1 1 1046891518
4 1 1 1061456382
1 1 1 1061457096
4 1 1 1071222541
1 1 1 1071402024
4 1 1 1071654215
4 1 1 1078333249
5 1 1 1101158045
5 1 1 1101158082
6 1 1 1107658858
7 1 1 1107664425
8 1 1 1119029607
1 1 1 1120018865
1 1 1 1120018865
9 1 1 1128342480
10 1 1 1141531006
11 1 1 1159304619
12 1 1 1176402968
13 1 1 1194305430
14 1 1 1205249856
15 1 1 1222129876
15 1 1 1222139953
4 1 1 1222163277
4 1 1 1227042764
4 1 1 1227114951
16 1 1 1329848333
4 1 1 1360517325
17 17 1 1038329308
17 17 1 1038342010
17 17 1 1038342010
18 17 1 1144963855
18 17 1 1144963906
19 17 1 1201417610
20 17 1 1272613776
1 1 1 1038562101
1 1 1 1038562101
5 1 1 1160051482
21 1 1 1399392881
21 1 1 1399394201
21 1 1 1399396420
1 2 1 1039802096
22 2 1 1047116218
2 2 1 1047134879
23 2 1 1054243856
2 2 1 1057424103
24 2 1 1059146624
2 2 1 1064248446
4 2 1 1064306845
4 2 1 1069154035
2 2 1 1069164077
4 2 1 1070559018
4 2 1 1070559419
2 2 1 1070560671
1 2 1 1071179700
4 2 1 1071222377
25 2 1 1088077668
2 2 1 1088453234
26 2 1 1091707061
26 2 1 1091725269
27 2 1 1096165287
2 2 1 1096175029
27 2 1 1096207893
8 2 1 1104934833
2 2 1 1104981519
28 2 1 1105099564
29 2 1 1106777630
8 2 1 1119029652
8 2 1 1119029652
30 2 1 1128230358
9 2 1 1128342416
31 2 1 1139935381
32 2 1 1139999122
2 2 1 1140000491
32 2 1 1140030396
32 2 1 1142084335
2 2 1 1142257469
33 2 1 1148265762
33 2 1 1148265803
2 2 1 1157029877
34 2 1 1164758999
34 2 1 1164759216
35 2 1 1164787630
36 2 1 1164789844
34 2 1 1168831392
34 2 1 1168908284
37 2 1 1170469828
2 2 1 1170585715
14 2 1 1205249839
38 2 1 1209463017
38 2 1 1209463491
4 2 1 1227042777
4 2 1 1227114942
39 2 1 1243819207
36 2 1 1268919339
40 2 1 1273421646
40 2 1 1273421668
40 2 1 1273421693
41 2 1 1299189981
41 2 1 1299190794
2 2 1 1299829910
42 2 1 1313856314
27 2 1 1315378507
2 2 1 1315389016
27 2 1 1315401510
43 2 1 1345824489
44 2 1 1352406182
4 2 1 1360517311
44 2 1 1362784986
27 2 1 1382286829
45 2 1 1388595577
46 2 1 1390588373
46 2 1 1390671623
47 2 1 1406426329
48 2 1 1408668686
49 2 1 1421928249
50 2 1 1426960682
44 2 1 1427024693
20 2 1 1427238678
20 2 1 1427239244
44 2 1 1427280729
51 2 1 1440069505
52 2 1 1445015482
53 53 1 1040147446
54 53 1 1116575868
54 53 1 1116575868
31 53 1 1139935397
21 53 1 1399395306
44 53 1 1445082452
4 55 1 1040403618
54 55 1 1116577922
54 55 1 1116577922
56 55 1 1313228495
56 55 1 1313228521
4 55 1 1313229636
1 4 1 1040415221
22 4 1 1047460196
22 4 1 1049202277
57 4 1 1059134727
1 4 1 1061456932
4 4 1 1063614949
58 4 1 1063621359
2 4 1 1068123369
2 4 1 1068816117
4 4 1 1068816772
59 4 1 1068984980
60 4 1 1070159997
59 4 1 1070444080
4 4 1 1070464337
4 4 1 1070464355
61 4 1 1070813754
62 4 1 1070896463
61 4 1 1071308134
4 4 1 1071489092
4 4 1 1071489148
4 4 1 1071489701
4 4 1 1071489743
59 4 1 1071579258
2 4 1 1071697245
4 4 1 1071758888
63 4 1 1072151175
59 4 1 1072797444
59 4 1 1072797817
64 4 1 1073159791
4 4 1 1073758001
65 4 1 1074212955
60 4 1 1074306490
66 4 1 1074762992
66 4 1 1074763267
66 4 1 1074763400
63 4 1 1076246617
62 4 1 1079142915
43 4 1 1079542854
67 4 1 1079546744
67 4 1 1079546839
62 4 1 1080684155
68 4 1 1081000661
69 4 1 1081133498
70 4 1 1081183965
71 4 1 1081434631
62 4 1 1081546467
62 4 1 1081983438
62 4 1 1082154729
72 4 1 1082744338
25 4 1 1083080500
25 4 1 1083087802
25 4 1 1083104849
25 4 1 1083142611
73 4 1 1083381273
4 4 1 1083931059
4 4 1 1083932894
74 4 1 1084292334
67 4 1 1084445386
67 4 1 1084447996
25 4 1 1084461513
75 4 1 1084492779
4 4 1 1084514275
60 4 1 1085661557
26 4 1 1086257033
26 4 1 1086257088
4 4 1 1087489465
76 4 1 1087769794
77 4 1 1087888143
77 4 1 1087891057
77 4 1 1087972958
77 4 1 1088390900
77 4 1 1088393693
7 4 1 1089363625
7 4 1 1089363741
4 4 1 1089514074
30 4 1 1089800991
60 4 1 1090068686
4 4 1 1090135554
75 4 1 1092564667
75 4 1 1092565808
78 4 1 1093947100
30 4 1 1094474154
60 4 1 1095550053
79 4 1 1095590317
60 4 1 1095599242
27 4 1 1096049364
27 4 1 1096141098
27 4 1 1096159707
27 4 1 1096301372
78 4 1 1096301897
27 4 1 1097010145
80 4 1 1097491421
81 4 1 1097553217
7 4 1 1097563967
81 4 1 1097643932
81 4 1 1097644692
80 4 1 1097751305
9 4 1 1098289617
27 4 1 1098314922
27 4 1 1098342054
27 4 1 1098415600
4 4 1 1098446371
27 4 1 1098448566
27 4 1 1098846408
9 4 1 1098852220
9 4 1 1098892616
81 4 1 1099284566
82 4 1 1099740422
29 4 1 1101462073
29 4 1 1101976327
29 4 1 1101977927
43 4 1 1102002731
43 4 1 1102073508
43 4 1 1102075349
9 4 1 1104176117
9 4 1 1104177742
83 4 1 1105110525
83 4 1 1105203687
27 4 1 1106104814
27 4 1 1106104935
27 4 1 1106174627
27 4 1 1106273795
27 4 1 1106738045
27 4 1 1106739009
27 4 1 1106747058
27 4 1 1106790671
27 4 1 1106863607
27 4 1 1106868619
84 4 1 1107040931
27 4 1 1107297904
27 4 1 1107610969
27 4 1 1107959968
27 4 1 1108336235
27 4 1 1108336258
7 4 1 1108456224
4 4 1 1108490917
85 4 1 1108903391
66 4 1 1109319969
9 4 1 1109673177
86 4 1 1109685958
9 4 1 1109712844
9 4 1 1109716145
86 4 1 1109755586
87 4 1 1109975575
88 4 1 1110555733
80 4 1 1111432317
80 4 1 1112628412
4 4 1 1112686125
27 4 1 1112740947
7 4 1 1114166171
54 4 1 1116578510
89 4 1 1116648096
90 4 1 1117558634
8 4 1 1119029565
4 4 1 1119164118
91 4 1 1119789130
91 4 1 1119789151
92 4 1 1119898810
60 4 1 1120019489
28 4 1 1120030612
28 4 1 1120030830
28 4 1 1120030995
4 4 1 1120045578
4 4 1 1120045578
85 4 1 1120920717
80 4 1 1121148107
93 4 1 1122042897
9 4 1 1123143452
32 4 1 1123168467
94 4 1 1123583037
94 4 1 1123583515
78 4 1 1123666769
78 4 1 1123678164
95 4 1 1123754731
7 4 1 1123922821
7 4 1 1123922859
32 4 1 1124176345
32 4 1 1124177359
32 4 1 1124177540
32 4 1 1124179609
93 4 1 1124194956
93 4 1 1124194975
4 4 1 1124259007
8 4 1 1124808829
4 4 1 1124943384
8 4 1 1125042973
32 4 1 1125119697
32 4 1 1125120010
32 4 1 1125120289
32 4 1 1125233235
4 4 1 1125299837
96 4 1 1125348366
9 4 1 1125987875
9 4 1 1125987917
93 4 1 1126020336
32 4 1 1126355389
32 4 1 1126355438
32 4 1 1126356312
32 4 1 1126356481
78 4 1 1126539070
78 4 1 1126539083
32 4 1 1126616189
4 4 1 1126732357
9 4 1 1126770985
11 4 1 1126947381
9 4 1 1126956221
9 4 1 1126956280
4 4 1 1127108902
93 4 1 1127283400
93 4 1 1127338778
4 4 1 1127384020
93 4 1 1127385328
9 4 1 1127414448
32 4 1 1127586763
32 4 1 1127587608
60 4 1 1128031327
32 4 1 1128062824
32 4 1 1128063883
9 4 1 1128342225
97 4 1 1128671214
98 4 1 1128940033
98 4 1 1129114910
98 4 1 1129114984
32 4 1 1129133433
99 4 1 1129283950
99 4 1 1129284873
4 4 1 1129350523
99 4 1 1129367792
100 4 1 1129679635
100 4 1 1129679816
100 4 1 1129712186
9 4 1 1130013038
9 4 1 1130255563
101 4 1 1130847387
20 4 1 1133448536
20 4 1 1133543556
102 4 1 1133779843
98 4 1 1134262723
32 4 1 1134403420
98 4 1 1134482325
103 4 1 1134533607
102 4 1 1135091409
4 4 1 1135796157
4 4 1 1135796806
102 4 1 1135838988
9 4 1 1136116555
104 4 1 1136260023
105 4 1 1136276637
105 4 1 1136279822
4 4 1 1136280389
105 4 1 1136280684
4 4 1 1136281629
106 4 1 1136638061
106 4 1 1136638441
32 4 1 1136743270
93 4 1 1137007511
93 4 1 1137007630
93 4 1 1137007748
32 4 1 1137104490
32 4 1 1137104520
32 4 1 1137106227
32 4 1 1137106276
105 4 1 1137488783
20 4 1 1137511817
107 4 1 1137515212
107 4 1 1137515436
107 4 1 1137515502
32 4 1 1137571914
20 4 1 1137708099
18 4 1 1137753483
36 4 1 1137809477
105 4 1 1137829981
105 4 1 1137830046
105 4 1 1137831064
4 4 1 1137831213
32 4 1 1137848795
32 4 1 1137851046
32 4 1 1137853155
32 4 1 1137854936
32 4 1 1137855294
43 4 1 1138560319
105 4 1 1138691944
105 4 1 1138693720
105 4 1 1138693772
105 4 1 1138694086
105 4 1 1138694466
105 4 1 1138694540
4 4 1 1138694588
20 4 1 1138846608
20 4 1 1138846670
32 4 1 1138870480
20 4 1 1138877489
32 4 1 1138878458
105 4 1 1138961133
4 4 1 1138992161
105 4 1 1139048999
105 4 1 1139049533
105 4 1 1139049630
102 4 1 1139209384
102 4 1 1139209410
32 4 1 1139560084
32 4 1 1139560265
43 4 1 1140989002
43 4 1 1140991001
108 4 1 1141151908
27 4 1 1141768595
108 4 1 1141938451
5 4 1 1142168790
109 4 1 1142205131
4 4 1 1142235050
102 4 1 1142237955
102 4 1 1142247485
27 4 1 1142257793
102 4 1 1142266001
102 4 1 1142266023
102 4 1 1142341826
102 4 1 1142341911
27 4 1 1142357068
102 4 1 1142405429
102 4 1 1142420449
27 4 1 1142433905
26 4 1 1142594540
110 4 1 1142615217
93 4 1 1142712938
27 4 1 1142775722
93 4 1 1142836649
18 4 1 1143019334
98 4 1 1143195513
32 4 1 1143560252
111 4 1 1143595401
111 4 1 1143595487
32 4 1 1143612721
93 4 1 1143620172
93 4 1 1143620248
93 4 1 1143647355
112 4 1 1144158226
26 4 1 1144320450
26 4 1 1144320611
26 4 1 1144320631
26 4 1 1144385288
26 4 1 1144401684
26 4 1 1144449005
26 4 1 1144575642
93 4 1 1144842859
102 4 1 1145338423
113 4 1 1145528343
107 4 1 1145609276
74 4 1 1145907439
114 4 1 1146161253
114 4 1 1146161337
33 4 1 1146167437
33 4 1 1146183449
33 4 1 1146247112
115 4 1 1147016674
115 4 1 1147017100
115 4 1 1147017173
32 4 1 1147329744
32 4 1 1150551218
32 4 1 1150551253
32 4 1 1150722126
9 4 1 1150857910
9 4 1 1150871770
116 4 1 1150890889
9 4 1 1151049904
9 4 1 1151049935
9 4 1 1151050014
32 4 1 1151214667
117 4 1 1151313728
